Stab,Knoten,x_m,Extremum,N_kN,Vy_kN,Vz_kN,Lastfall
10101,1516,0,N,0.256562,-0.002222,74.526283,LK71
10101,1516,0,N,0.088193,0.001121,37.528339,LK3
10101,1516,0,Vy,0.166325,0.004077,37.492489,LK9
10101,1516,0,Vy,0.177617,-0.008869,63.484539,LK31
10101,1516,0,Vz,0.214763,-0.004624,74.578239,LK65
10101,1516,0,Vz,0.174088,0.00102,37.461109,LK58
10101,1516,0,MT,0.188322,-0.007465,63.465424,LK12
10101,1516,0,MT,0.155618,0.002665,37.511608,LK41
10101,1516,0,My,0.163464,-0.002306,37.574909,LK35
10101,1516,0,My,0.162506,0.000936,63.393467,LK11
10101,1516,0,Mz,0.154622,0.004068,37.524193,LK5
10101,1516,0,Mz,0.189318,-0.008868,63.452839,LK16
10101,1929,3.84989767685394,N,2.5e-05,-0.000443,-81.152687,LK11
10101,1929,3.84989767685394,N,-1.7e-05,0.000458,-47.87904,LK35
10101,1929,3.84989767685394,Vy,5e-06,0.003934,-47.887249,LK39
10101,1929,3.84989767685394,Vy,2e-05,-0.002299,-81.149353,LK13
10101,1929,3.84989767685394,Vz,1.2e-05,-0.001622,-47.810619,LK21
10101,1929,3.84989767685394,Vz,1.7e-05,0.001836,-95.495682,LK65
10101,1929,3.84989767685394,MT,1.8e-05,-0.001652,-81.143974,LK17
10101,1929,3.84989767685394,MT,8e-06,0.003306,-47.89262,LK4
10101,1929,3.84989767685394,My,1.9e-05,-0.000408,-47.819328,LK7
10101,1929,3.84989767685394,My,-1.1e-05,0.000422,-81.212395,LK27
10101,1929,3.84989767685394,Mz,5e-06,0.003934,-47.887249,LK39
10101,1929,3.84989767685394,Mz,2e-05,-0.002299,-81.149353,LK13
10102,1930,0,N,0.590302,-0.072895,144.628998,LK10
10102,1930,0,N,-0.11044,-0.00788,85.744896,LK37
10102,1930,0,Vy,-0.101832,-0.007871,85.738998,LK3
10102,1930,0,Vy,0.581655,-0.072903,144.634903,LK14
10102,1930,0,Vz,0.208746,-0.045889,170.018005,LK72
10102,1930,0,Vz,0.458403,-0.052465,85.615524,LK34
10102,1930,0,MT,0.251768,-0.048223,85.704002,LK4
10102,1930,0,MT,0.369759,-0.047701,144.672211,LK17
10102,1930,0,My,0.469377,-0.05495,85.639297,LK18
10102,1930,0,My,0.197637,-0.043388,169.994293,LK64
10102,1930,0,Mz,0.37509,-0.068679,144.723297,LK16
10102,1930,0,Mz,-0.101832,-0.007871,85.738998,LK3
10102,1526,7.5000000000045,N,3.4e-05,-0.000841,-137.250702,LK70
10102,1526,7.5000000000045,N,6e-06,-0.003669,-69.304901,LK37
10102,1526,7.5000000000045,Vy,2.3e-05,0.027018,-116.760796,LK16
10102,1526,7.5000000000045,Vy,2.1e-05,-0.005729,-69.035309,LK5
10102,1526,7.5000000000045,Vz,1.8e-05,0.002614,-68.253342,LK43
10102,1526,7.5000000000045,Vz,2.3e-05,-0.000271,-137.751999,LK78
10102,1526,7.5000000000045,MT,2.1e-05,0.004152,-116.516602,LK14
10102,1526,7.5000000000045,MT,8e-06,-0.003978,-69.206528,LK3
10102,1526,7.5000000000045,My,8e-06,-0.003978,-69.206528,LK3
10102,1526,7.5000000000045,My,2.7e-05,0.003961,-137.177994,LK71
10102,1526,7.5000000000045,Mz,3.1e-05,-0.003676,-116.7033,LK13
10102,1526,7.5000000000045,Mz,1.3e-05,0.024952,-69.092865,LK39
10103,1931,0,N,2.334789,-0.020588,173.801407,LK10
10103,1931,0,N,0.203579,-0.012183,113.085899,LK37
10103,1931,0,Vy,1.073394,-0.003594,113.352203,LK41
10103,1931,0,Vy,2.023809,-0.026937,197.334793,LK69
10103,1931,0,Vz,1.94217,-0.019031,198.281708,LK74
10103,1931,0,Vz,1.707797,-0.011707,111.910896,LK34
10103,1931,0,MT,1.073394,-0.003594,113.352203,LK41
10103,1931,0,MT,2.023809,-0.026937,197.334793,LK69
10103,1931,0,My,1.707797,-0.011707,111.910896,LK34
10103,1931,0,My,1.420266,-0.024187,198.121994,LK72
10103,1931,0,Mz,1.420266,-0.024187,198.121994,LK72
10103,1931,0,Mz,1.707797,-0.011707,111.910896,LK34
10103,1578,6.1500000000005,N,0.000526,0.003266,-297.175507,LK67
10103,1578,6.1500000000005,N,0.000172,0.002576,-175.787598,LK37
10103,1578,6.1500000000005,Vy,0.000443,0.02575,-266.153503,LK12
10103,1578,6.1500000000005,Vy,0.000282,-0.012461,-175.46991,LK41
10103,1578,6.1500000000005,Vz,0.000277,-0.008266,-175.384399,LK96
10103,1578,6.1500000000005,Vz,0.000526,0.003266,-297.175507,LK67
10103,1578,6.1500000000005,MT,0.000437,0.023901,-265.695007,LK16
10103,1578,6.1500000000005,MT,0.000289,-0.010617,-175.928406,LK5
10103,1578,6.1500000000005,My,0.000179,0.004426,-176.246094,LK3
10103,1578,6.1500000000005,My,0.000519,0.001415,-296.717102,LK71
10103,1578,6.1500000000005,Mz,0.000289,-0.010617,-175.928406,LK5
10103,1578,6.1500000000005,Mz,0.000486,0.015953,-296.673096,LK73
10104,1932,0,N,0.14081,0.006081,137.138,LK22
10104,1932,0,N,-0.23775,-0.014891,71.802673,LK19
10104,1932,0,Vy,0.133657,0.007452,71.811813,LK34
10104,1932,0,Vy,-0.230648,-0.016259,137.128906,LK15
10104,1932,0,Vz,0.006578,-0.00695,165.143707,LK82
10104,1932,0,Vz,0.011656,-0.003256,71.7845,LK45
10104,1932,0,MT,0.022347,-0.005167,165.11879,LK69
10104,1932,0,MT,-0.007158,-0.005328,71.822784,LK41
10104,1932,0,My,0.129853,0.006666,71.80751,LK18
10104,1932,0,My,-0.128189,-0.011927,165.131409,LK64
10104,1932,0,Mz,-0.230648,-0.016259,137.128906,LK15
10104,1932,0,Mz,0.133651,0.007447,71.811813,LK2
10104,1606,6.1500000000005,N,4e-06,0.014191,-61.773239,LK3
10104,1606,6.1500000000005,N,-2.7e-05,-0.002778,-116.933998,LK14
10104,1606,6.1500000000005,Vy,2e-06,0.016743,-117.390999,LK29
10104,1606,6.1500000000005,Vy,-2.4e-05,-0.005331,-61.316261,LK6
10104,1606,6.1500000000005,Vz,-3e-06,0.002494,-61.042931,LK45
10104,1606,6.1500000000005,Vz,-3e-06,0.010643,-141.240005,LK82
10104,1606,6.1500000000005,MT,2e-06,0.015929,-61.608459,LK19
10104,1606,6.1500000000005,MT,-2.5e-05,-0.004516,-117.098801,LK22
10104,1606,6.1500000000005,My,4e-06,0.014168,-61.529892,LK7
10104,1606,6.1500000000005,My,-1.8e-05,0.001556,-141.026596,LK76
10104,1606,6.1500000000005,Mz,-2.4e-05,-0.005309,-61.55954,LK34
10104,1606,6.1500000000005,Mz,-2e-06,0.014069,-117.161301,LK102
10105,1933,0,N,0.064149,0.009715,119.722603,LK10
10105,1933,0,N,-0.123091,-0.024818,62.895737,LK37
10105,1933,0,Vy,0.055281,0.013519,62.89613,LK35
10105,1933,0,Vy,-0.114219,-0.02862,119.722206,LK11
10105,1933,0,Vz,0.018712,-0.011659,144.104507,LK80
10105,1933,0,Vz,0.018235,-0.00119,62.868057,LK9
10105,1933,0,MT,0.057058,0.01345,62.890423,LK34
10105,1933,0,MT,-0.059667,-0.022471,144.087601,LK72
10105,1933,0,My,0.055769,0.013299,62.889709,LK18
10105,1933,0,My,-0.058348,-0.022332,144.088409,LK64
10105,1933,0,Mz,0.047352,0.000527,144.087906,LK71
10105,1933,0,Mz,-0.121305,-0.024891,62.890038,LK3
10105,1610,6.1500000000005,N,2e-05,0.017742,-102.626801,LK14
10105,1610,6.1500000000005,N,-2.4e-05,0.019746,-53.84853,LK3
10105,1610,6.1500000000005,Vy,-1e-05,0.031587,-123.352798,LK72
10105,1610,6.1500000000005,Vy,1.8e-05,0.00762,-54.03846,LK2
10105,1610,6.1500000000005,Vz,5e-06,0.011684,-53.46674,LK46
10105,1610,6.1500000000005,Vz,6e-06,0.028183,-123.751801,LK80
10105,1610,6.1500000000005,MT,-2.2e-05,0.029868,-102.436897,LK15
10105,1610,6.1500000000005,MT,1.8e-05,0.007621,-54.038353,LK34
10105,1610,6.1500000000005,My,-2.4e-05,0.019746,-53.84853,LK3
10105,1610,6.1500000000005,My,1.5e-05,0.024312,-123.466797,LK71
10105,1610,6.1500000000005,Mz,-2.4e-05,0.019746,-53.84853,LK3
10105,1610,6.1500000000005,Mz,2e-05,0.017742,-102.626801,LK14
10106,1934,0,N,0.014906,-0.002321,87.05986,LK73
10106,1934,0,N,-0.044527,0.00095,42.420769,LK36
10106,1934,0,Vy,0.003315,0.005927,42.427299,LK41
10106,1934,0,Vy,0.0143,-0.003606,73.668358,LK16
10106,1934,0,Vz,0.011664,-0.001194,87.064964,LK76
10106,1934,0,Vz,-0.04382,0.000928,42.419441,LK7
10106,1934,0,MT,0.014151,-0.002279,87.061119,LK79
10106,1934,0,MT,0.003996,0.005879,42.42598,LK21
10106,1934,0,My,0.006443,-0.001687,42.429108,LK18
10106,1934,0,My,-0.040902,0.00088,73.666313,LK23
10106,1934,0,Mz,-0.04084,0.000859,73.666382,LK29
10106,1934,0,Mz,0.006374,-0.001663,42.42905,LK6
10106,2167,2.4999999999929,N,-0.000134,0.001634,-37.085861,LK44
10106,2167,2.4999999999929,N,-0.000358,0.000759,-75.214745,LK76
10106,2167,2.4999999999929,Vy,-0.000272,0.006807,-63.746681,LK16
10106,2167,2.4999999999929,Vy,-0.000162,-0.009368,-37.161839,LK40
10106,2167,2.4999999999929,Vz,-0.000137,0.002068,-37.054802,LK7
10106,2167,2.4999999999929,Vz,-0.000358,0.000759,-75.214745,LK76
10106,2167,2.4999999999929,MT,-0.000269,0.00254,-63.667999,LK15
10106,2167,2.4999999999929,MT,-0.000182,-0.000351,-37.22702,LK2
10106,2167,2.4999999999929,My,-0.000336,0.002127,-75.114067,LK64
10106,2167,2.4999999999929,My,-0.000175,-0.000247,-37.222408,LK18
10106,2167,2.4999999999929,Mz,-0.000286,-0.008912,-63.769943,LK13
10106,2167,2.4999999999929,Mz,-0.000148,0.006323,-37.138569,LK39
10107,1935,0,N,0.156191,0.002516,138.991409,LK14
10107,1935,0,N,-0.234385,-0.006123,82.10524,LK36
10107,1935,0,Vy,-0.003255,0.007608,82.02417,LK9
10107,1935,0,Vy,-0.23014,-0.006754,139.027405,LK29
10107,1935,0,Vz,0.100113,0.000687,163.466599,LK76
10107,1935,0,Vz,-0.136259,-0.003455,81.936577,LK44
10107,1935,0,MT,0.011011,-0.003899,82.03688,LK8
10107,1935,0,MT,0.000477,0.006749,139.036804,LK33
10107,1935,0,My,0.152317,0.003144,82.071388,LK18
10107,1935,0,My,-0.131755,-0.004755,163.431793,LK64
10107,1935,0,Mz,-0.234376,-0.006123,82.10524,LK3
10107,1935,0,Mz,0.156191,0.002516,138.991409,LK14
10107,1936,7.5000000000011,N,-4.1e-05,-0.000664,-83.363495,LK6
10107,1936,7.5000000000011,N,-0.000117,0.000795,-139.546295,LK29
10107,1936,7.5000000000011,Vy,-0.000117,0.000795,-139.546295,LK29
10107,1936,7.5000000000011,Vy,-4.1e-05,-0.000664,-83.363495,LK6
10107,1936,7.5000000000011,Vz,-8.9e-05,0.000733,-83.28215,LK36
10107,1936,7.5000000000011,Vz,-8.6e-05,-0.000338,-163.726196,LK71
10107,1936,7.5000000000011,MT,-0.000116,0.000782,-139.556702,LK15
10107,1936,7.5000000000011,MT,-4.1e-05,-0.000654,-83.353065,LK2
10107,1936,7.5000000000011,My,-8.9e-05,0.000735,-83.282158,LK3
10107,1936,7.5000000000011,My,-8.6e-05,-0.000338,-163.726196,LK71
10107,1936,7.5000000000011,Mz,-8.6e-05,-0.000379,-163.724091,LK67
10107,1936,7.5000000000011,Mz,-6e-05,0.000623,-83.317101,LK41
10108,1937,0,N,-0.04675,0.000689,82.761612,LK7
10108,1937,0,N,-0.115104,-0.000433,163.162903,LK76
10108,1937,0,Vy,-0.04675,0.000689,82.761612,LK7
10108,1937,0,Vy,-0.112865,-0.000646,139.014008,LK27
10108,1937,0,Vz,-0.099193,8.2e-05,163.214203,LK65
10108,1937,0,Vz,-0.05724,3.6e-05,82.644814,LK21
10108,1937,0,MT,-0.085149,0.000219,139.079208,LK12
10108,1937,0,MT,-0.058445,-5e-06,82.665009,LK41
10108,1937,0,My,-0.083202,-0.000562,82.707344,LK35
10108,1937,0,My,-0.092743,0.000357,163.187408,LK68
10108,1937,0,Mz,-0.099046,-6.1e-05,163.117294,LK74
10108,1937,0,Mz,-0.04795,0.000637,82.781822,LK3
10108,1938,7.49999999999374,N,4.6e-05,-0.004625,-154.401413,LK11
10108,1938,7.49999999999374,N,-3.8e-05,0.005477,-91.120781,LK35
10108,1938,7.49999999999374,Vy,-3.8e-05,0.005477,-91.120781,LK35
10108,1938,7.49999999999374,Vy,4.6e-05,-0.004625,-154.401413,LK11
10108,1938,7.49999999999374,Vz,1.7e-05,0.000524,-91.104599,LK8
10108,1938,7.49999999999374,Vz,-9e-06,0.003181,-181.530411,LK76
10108,1938,7.49999999999374,MT,4.5e-05,-0.004474,-154.404907,LK29
10108,1938,7.49999999999374,MT,-3.8e-05,0.005323,-91.11734,LK6
10108,1938,7.49999999999374,My,3.9e-05,-0.004575,-91.114563,LK7
10108,1938,7.49999999999374,My,-9e-06,0.003181,-181.530411,LK76
10108,1938,7.49999999999374,Mz,-3.8e-05,0.005361,-91.118744,LK18
10108,1938,7.49999999999374,Mz,4.5e-05,-0.004509,-154.403503,LK23
10109,1536,0,N,0.100425,0.006414,134.828598,LK33
10109,1536,0,N,-0.06486,0.003345,78.520035,LK6
10109,1536,0,Vy,0.067398,0.008419,78.813423,LK9
10109,1536,0,Vy,0.078152,-0.012386,134.596588,LK29
10109,1536,0,Vz,0.100389,0.000832,158.599594,LK82
10109,1536,0,Vz,0.019868,-0.005923,78.165901,LK45
10109,1536,0,MT,-0.06486,0.003345,78.520035,LK6
10109,1536,0,MT,0.087036,-0.010442,158.460403,LK78
10109,1536,0,My,-0.060036,0.002825,78.888771,LK35
10109,1536,0,My,0.082195,-0.009922,158.091705,LK68
10109,1536,0,Mz,0.0956,0.006926,134.459793,LK13
10109,1536,0,Mz,-0.060036,0.002825,78.888771,LK35
10109,1939,6.1499999999931,N,2.8e-05,0.008848,-182.59729,LK28
10109,1939,6.1499999999931,N,-3.2e-05,-0.003853,-107.189598,LK18
10109,1939,6.1499999999931,Vy,2.8e-05,0.008913,-182.597092,LK29
10109,1939,6.1499999999931,Vy,1.4e-05,-0.00757,-107.2117,LK9
10109,1939,6.1499999999931,Vz,-1.6e-05,-0.001462,-107.174294,LK55
10109,1939,6.1499999999931,Vz,2.2e-05,-0.002015,-214.904999,LK66
10109,1939,6.1499999999931,MT,-3.2e-05,-0.003853,-107.189598,LK18
10109,1939,6.1499999999931,MT,2.8e-05,0.008846,-182.597198,LK23
10109,1939,6.1499999999931,My,2.1e-05,0.007727,-107.203796,LK7
10109,1939,6.1499999999931,My,-5e-06,0.000216,-214.891586,LK76
10109,1939,6.1499999999931,Mz,2.8e-05,0.008913,-182.597092,LK29
10109,1939,6.1499999999931,Mz,-3.2e-05,-0.00392,-107.189796,LK6
10110,1939,0,N,0.03262,0.003916,148.529709,LK13
10110,1939,0,N,-0.065814,-0.004454,85.41452,LK37
10110,1939,0,Vy,0.017551,0.00409,85.40876,LK35
10110,1939,0,Vy,-0.05697,-0.004583,148.542801,LK11
10110,1939,0,Vz,0.020409,-0.001636,175.599594,LK65
10110,1939,0,Vz,0.024357,0.004037,85.401398,LK21
10110,1939,0,MT,0.005866,-0.002308,85.420204,LK4
10110,1939,0,MT,0.032582,0.003937,148.529404,LK17
10110,1939,0,My,0.018138,0.004073,85.408745,LK18
10110,1939,0,My,-0.022579,-0.002939,175.596405,LK64
10110,1939,0,Mz,-0.057548,-0.004566,148.542801,LK23
10110,1939,0,Mz,0.018138,0.004073,85.408745,LK18
10110,1940,5.09999999999057,N,6e-06,0.001599,-187.684204,LK69
10110,1940,5.09999999999057,N,-1.3e-05,-1.8e-05,-88.214859,LK35
10110,1940,5.09999999999057,Vy,4e-06,0.002891,-88.219299,LK8
10110,1940,5.09999999999057,Vy,5e-06,-0.005913,-157.8414,LK17
10110,1940,5.09999999999057,Vz,3e-06,-0.005806,-88.213242,LK41
10110,1940,5.09999999999057,Vz,6e-06,0.001599,-187.684204,LK69
10110,1940,5.09999999999057,MT,3e-06,-0.005812,-88.215424,LK21
10110,1940,5.09999999999057,MT,6e-06,0.002787,-157.843094,LK24
10110,1940,5.09999999999057,My,3e-06,0.000291,-88.215027,LK3
10110,1940,5.09999999999057,My,-4e-06,-0.000147,-187.6828,LK71
10110,1940,5.09999999999057,Mz,6e-06,0.002766,-157.8452,LK16
10110,1940,5.09999999999057,Mz,3e-06,-0.005787,-88.21328,LK5
10111,1941,0,N,0.019499,-0.001121,36.661102,LK18
10111,1941,0,N,-0.029107,0.00082,68.298744,LK23
10111,1941,0,Vy,-0.028868,0.001843,36.723049,LK7
10111,1941,0,Vy,0.019272,-0.002144,68.236778,LK27
10111,1941,0,Vz,-0.01768,0,81.81942,LK77
10111,1941,0,Vz,0.019499,-0.001121,36.661102,LK18
10111,1941,0,MT,-0.017569,0.000259,81.818924,LK68
10111,1941,0,MT,0.01933,-0.001379,36.66135,LK35
10111,1941,0,My,0.01933,-0.001379,36.66135,LK35
10111,1941,0,My,-0.017569,0.000259,81.818924,LK68
10111,1941,0,Mz,0.018637,-0.001531,68.238213,LK10
10111,1941,0,Mz,-0.02824,0.001231,36.72163,LK37
10111,1942,6.14999999999548,N,7.2e-05,0.019615,-78.245117,LK14
10111,1942,6.14999999999548,N,-8.1e-05,-0.015899,-42.472229,LK3
10111,1942,6.14999999999548,Vy,7.2e-05,0.019615,-78.245117,LK14
10111,1942,6.14999999999548,Vy,-8.1e-05,-0.015904,-42.471809,LK36
10111,1942,6.14999999999548,Vz,6.8e-05,0.018302,-40.870731,LK35
10111,1942,6.14999999999548,Vz,-4.2e-05,-0.007489,-95.550705,LK68
10111,1942,6.14999999999548,MT,6.9e-05,0.017288,-78.260094,LK10
10111,1942,6.14999999999548,MT,7e-06,0.016662,-41.632111,LK39
10111,1942,6.14999999999548,My,-8.1e-05,-0.015865,-42.473801,LK7
10111,1942,6.14999999999548,My,4.8e-05,0.013923,-94.582245,LK76
10111,1942,6.14999999999548,Mz,-7.8e-05,-0.013573,-42.45726,LK37
10111,1942,6.14999999999548,Mz,6.9e-05,0.017288,-78.260094,LK10
10112,1942,0,N,0.153156,-0.032994,59.86047,LK23
10112,1942,0,N,-0.312113,0.037425,32.405132,LK18
10112,1942,0,Vy,-0.310874,0.038715,60.299782,LK14
10112,1942,0,Vy,0.152013,-0.034291,31.96582,LK3
10112,1942,0,Vz,-0.19522,0.025237,72.166214,LK71
10112,1942,0,Vz,0.152013,-0.034291,31.96582,LK3
10112,1942,0,MT,-0.310874,0.038715,60.299782,LK14
10112,1942,0,MT,0.152013,-0.034291,31.96582,LK3
10112,1942,0,My,-0.312113,0.037425,32.405132,LK18
10112,1942,0,My,0.153156,-0.032994,59.86047,LK23
10112,1942,0,Mz,-0.312113,0.037425,32.405132,LK18
10112,1942,0,Mz,0.153156,-0.032994,59.86047,LK23
10112,1943,5.0999999999882,N,7.6e-05,0.035426,-48.985149,LK3
10112,1943,5.0999999999882,N,-0.000128,-0.038591,-93.078239,LK14
10112,1943,5.0999999999882,Vy,7.6e-05,0.035426,-48.985149,LK3
10112,1943,5.0999999999882,Vy,-0.000128,-0.038591,-93.078239,LK14
10112,1943,5.0999999999882,Vz,7.6e-05,0.035426,-48.985149,LK3
10112,1943,5.0999999999882,Vz,-8.2e-05,-0.024821,-111.944504,LK71
10112,1943,5.0999999999882,MT,-1.5e-05,-0.003698,-49.013451,LK21
10112,1943,5.0999999999882,MT,4e-05,0.019612,-111.913498,LK64
10112,1943,5.0999999999882,My,7.6e-05,0.035426,-48.985149,LK3
10112,1943,5.0999999999882,My,-8.2e-05,-0.024821,-111.944504,LK71
10112,1943,5.0999999999882,Mz,7.5e-05,0.035271,-48.98732,LK7
10112,1943,5.0999999999882,Mz,-0.000127,-0.03844,-93.076065,LK27
10113,1944,0,N,0.018709,0.047586,86.701958,LK33
10113,1944,0,N,-0.049234,0.034736,49.152451,LK6
10113,1944,0,Vy,-0.039013,0.127832,86.859261,LK12
10113,1944,0,Vy,-0.043825,0.022657,48.933281,LK35
10113,1944,0,Vz,-0.024662,0.119441,103.022293,LK68
10113,1944,0,Vz,-0.025667,0.030453,48.92709,LK90
10113,1944,0,MT,-0.039013,0.127832,86.859261,LK12
10113,1944,0,MT,-0.043825,0.022657,48.933281,LK35
10113,1944,0,My,-0.043825,0.022657,48.933281,LK35
10113,1944,0,My,-0.024662,0.119441,103.022293,LK68
10113,1944,0,Mz,-0.044976,0.048689,86.61512,LK14
10113,1944,0,Mz,-0.034216,0.096556,49.258289,LK3
10113,1945,6.14999999999574,N,2e-05,-0.068597,-116.391602,LK28
10113,1945,6.14999999999574,N,-4.7e-05,-0.002496,-65.780281,LK18
10113,1945,6.14999999999574,Vy,-4.7e-05,-0.000703,-65.781677,LK35
10113,1945,6.14999999999574,Vy,2e-05,-0.070634,-116.392105,LK11
10113,1945,6.14999999999574,Vz,-3e-05,-0.009479,-65.777649,LK97
10113,1945,6.14999999999574,Vz,1.1e-05,-0.03833,-138.072296,LK66
10113,1945,6.14999999999574,MT,2e-05,-0.070634,-116.392105,LK11
10113,1945,6.14999999999574,MT,-4.7e-05,-0.000703,-65.781677,LK35
10113,1945,6.14999999999574,My,1.8e-05,-0.059399,-65.81115,LK7
10113,1945,6.14999999999574,My,-2.6e-05,-0.027196,-138.046402,LK76
10113,1945,6.14999999999574,Mz,1.2e-05,-0.010573,-65.802811,LK41
10113,1945,6.14999999999574,Mz,-1.5e-05,-0.063065,-116.384796,LK12
10114,1945,0,N,0.019652,0.001385,106.634399,LK25
10114,1945,0,N,-0.05366,0.013981,58.502739,LK18
10114,1945,0,Vy,-0.047094,0.014053,106.641296,LK14
10114,1945,0,Vy,-0.023191,-0.014516,58.48867,LK3
10114,1945,0,Vz,-0.022737,0.008514,127.2696,LK71
10114,1945,0,Vz,-0.023272,-0.014502,58.488338,LK36
10114,1945,0,MT,-0.022737,0.008514,127.2696,LK71
10114,1945,0,MT,-0.023191,-0.014516,58.48867,LK3
10114,1945,0,My,-0.05366,0.013981,58.502739,LK18
10114,1945,0,My,-0.002699,-0.008948,127.260101,LK64
10114,1945,0,Mz,-0.053573,0.013942,58.50087,LK35
10114,1945,0,Mz,-0.016712,-0.014401,106.629105,LK11
10114,1946,5.0999999999906,N,0,0.001218,-115.212296,LK24
10114,1946,5.0999999999906,N,-2.3e-05,-0.015694,-60.976551,LK18
10114,1946,5.0999999999906,Vy,-3e-06,0.013711,-60.970982,LK3
10114,1946,5.0999999999906,Vy,-2.3e-05,-0.01616,-115.216103,LK14
10114,1946,5.0999999999906,Vz,-3e-06,0.013711,-60.970982,LK3
10114,1946,5.0999999999906,Vz,-1.3e-05,-0.009771,-138.46109,LK67
10114,1946,5.0999999999906,MT,-4e-06,-0.003611,-60.975468,LK21
10114,1946,5.0999999999906,MT,0,0.001218,-115.212296,LK24
10114,1946,5.0999999999906,My,-3e-06,0.013711,-60.970982,LK3
10114,1946,5.0999999999906,My,-1.5e-05,-0.010578,-138.46109,LK71
10114,1946,5.0999999999906,Mz,-2e-06,0.013136,-115.212799,LK11
10114,1946,5.0999999999906,Mz,-2.3e-05,-0.015694,-60.976551,LK18
10115,1520,0,N,0.030684,0.001055,46.57135,LK104
10115,1520,0,N,-0.036823,0.00231,27.802801,LK2
10115,1520,0,Vy,-0.029797,0.002529,46.576782,LK26
10115,1520,0,Vy,0.016654,-0.001658,27.847858,LK19
10115,1520,0,Vz,0.0205,-0.000554,54.67638,LK77
10115,1520,0,Vz,-0.030993,0.002258,27.7771,LK18
10115,1520,0,MT,0.002526,-0.00071,27.810671,LK20
10115,1520,0,MT,0.024714,0.001155,54.640942,LK70
10115,1520,0,My,-0.031537,0.0023,27.786961,LK35
10115,1520,0,My,0.018266,-0.001455,46.631142,LK11
10115,1520,0,Mz,-0.024118,0.002452,46.544533,LK14
10115,1520,0,Mz,-0.003198,-0.000634,27.84292,LK38
10115,1947,2.49989767685394,N,2.4e-05,0.000482,-25.78212,LK20
10115,1947,2.49989767685394,N,-4.3e-05,-0.001675,-42.870789,LK22
10115,1947,2.49989767685394,Vy,1.8e-05,0.001474,-25.9035,LK7
10115,1947,2.49989767685394,Vy,-4e-05,-0.001742,-42.870052,LK27
10115,1947,2.49989767685394,Vz,-3.9e-05,-0.001729,-25.485231,LK35
10115,1947,2.49989767685394,Vz,8e-06,0.000829,-50.660172,LK68
10115,1947,2.49989767685394,MT,-1.6e-05,-0.001277,-25.653349,LK21
10115,1947,2.49989767685394,MT,1e-05,0.000272,-50.573559,LK65
10115,1947,2.49989767685394,My,1.8e-05,0.001474,-25.9035,LK7
10115,1947,2.49989767685394,My,-4e-05,-0.001742,-42.870052,LK27
10115,1947,2.49989767685394,Mz,2.1e-05,0.000548,-25.768641,LK4
10115,1947,2.49989767685394,Mz,-4e-05,-0.001739,-42.88427,LK14
10116,1947,0,N,0.380879,0.01155,144.16571,LK14
10116,1947,0,N,-0.205744,0.003555,80.766533,LK36
10116,1947,0,Vy,0.280414,0.015954,142.567795,LK17
10116,1947,0,Vy,-0.056344,-0.009227,82.326561,LK38
10116,1947,0,Vz,0.318955,0.011442,169.503403,LK71
10116,1947,0,Vz,-0.205253,0.003577,80.765709,LK3
10116,1947,0,MT,0.331646,0.009072,83.677658,LK18
10116,1947,0,MT,0.07788,-8e-06,168.677795,LK79
10116,1947,0,My,0.331646,0.009072,83.677658,LK18
10116,1947,0,My,-0.011254,0.007692,167.740906,LK64
10116,1947,0,Mz,0.371458,0.010751,144.154587,LK10
10116,1947,0,Mz,-0.046429,-0.008416,82.336815,LK39
10116,1948,5.0999999999875,N,4.2e-05,-0.013723,-156.083206,LK17
10116,1948,5.0999999999875,N,0,0.006052,-87.212036,LK38
10116,1948,5.0999999999875,Vy,0,0.006052,-87.212036,LK38
10116,1948,5.0999999999875,Vy,4.2e-05,-0.013723,-156.083206,LK17
10116,1948,5.0999999999875,Vz,9e-06,-0.002569,-87.150139,LK3
10116,1948,5.0999999999875,Vz,2.5e-05,-0.010622,-185.6483,LK71
10116,1948,5.0999999999875,MT,4.1e-05,-0.012354,-185.611588,LK74
10116,1948,5.0999999999875,MT,0,0.006052,-87.212036,LK38
10116,1948,5.0999999999875,My,9e-06,-0.002569,-87.150139,LK3
10116,1948,5.0999999999875,My,2.5e-05,-0.010622,-185.6483,LK71
10116,1948,5.0999999999875,Mz,0,0.006043,-87.21196,LK4
10116,1948,5.0999999999875,Mz,4.2e-05,-0.013723,-156.083206,LK17
10117,1949,0,N,-0.025687,-0.001225,38.282021,LK4
10117,1949,0,N,-0.085616,0.004572,68.869209,LK15
10117,1949,0,Vy,-0.05999,0.007001,38.26857,LK3
10117,1949,0,Vy,-0.080725,-0.016021,68.888977,LK14
10117,1949,0,Vz,-0.074069,-0.012108,82.022491,LK75
10117,1949,0,Vz,-0.060278,0.001831,38.240921,LK56
10117,1949,0,MT,-0.05999,0.007001,38.26857,LK3
10117,1949,0,MT,-0.081301,-0.012761,82.006317,LK71
10117,1949,0,My,-0.060117,-0.013968,38.287441,LK35
10117,1949,0,My,-0.080573,0.004947,68.87011,LK11
10117,1949,0,Mz,-0.051312,-0.003654,68.882675,LK16
10117,1949,0,Mz,-0.05999,0.007001,38.26857,LK3
10117,20203,2.4999999999929,N,-9.4e-05,-0.007386,-23.224501,LK7
10117,20203,2.4999999999929,N,-0.000443,0.017737,-52.175648,LK76
