Stab,Knoten,x_m,Extremum,N_kN,Vy_kN,Vz_kN,Lastfall
10503,20186,1.2119840984862,Vz,-3.745497,-0.098642,-34.71759,LK96
10503,20186,1.2119840984862,Vz,-7.546805,0.00896,-69.952362,LK69
10503,20186,1.2119840984862,MT,-7.545632,-0.010402,-69.941544,LK70
10503,20186,1.2119840984862,MT,-3.756229,-0.034073,-34.816948,LK39
10503,20186,1.2119840984862,My,-3.745497,-0.098642,-34.71759,LK96
10503,20186,1.2119840984862,My,-7.546805,0.00896,-69.952362,LK69
10503,20186,1.2119840984862,Mz,-3.74667,-0.079287,-34.728397,LK94
10503,20186,1.2119840984862,Mz,-7.545632,-0.010402,-69.941544,LK70
10504,1958,0,N,-0.027501,0.031692,112.969604,LK92
10504,1958,0,N,-0.094021,0.068942,203.019501,LK69
10504,1958,0,Vy,-0.077064,0.092725,178.8909,LK14
10504,1958,0,Vy,-0.041179,0.009272,114.866104,LK3
10504,1958,0,Vz,-0.083494,0.053019,203.46991,LK68
10504,1958,0,Vz,-0.036246,0.06174,112.517502,LK90
10504,1958,0,MT,-0.07504,0.074133,202.276413,LK74
10504,1958,0,MT,-0.058753,0.035812,114.115402,LK4
10504,1958,0,My,-0.027501,0.031692,112.969604,LK92
10504,1958,0,My,-0.094021,0.068942,203.019501,LK69
10504,1958,0,Mz,-0.077064,0.092725,178.8909,LK14
10504,1958,0,Mz,-0.041179,0.009272,114.866104,LK3
10504,1518,3.65010232314359,N,2.8e-05,0.006399,-65.441254,LK3
10504,1518,3.65010232314359,N,-5.5e-05,0.082613,-90.478973,LK14
10504,1518,3.65010232314359,Vy,-5.5e-05,0.082613,-90.478973,LK14
10504,1518,3.65010232314359,Vy,2.8e-05,0.006399,-65.441254,LK3
10504,1518,3.65010232314359,Vz,-4.9e-05,0.050569,-62.002171,LK34
10504,1518,3.65010232314359,Vz,9e-06,0.053979,-102.426399,LK72
10504,1518,3.65010232314359,MT,-9e-06,0.067576,-101.487206,LK74
10504,1518,3.65010232314359,MT,1e-06,0.025093,-63.519379,LK4
10504,1518,3.65010232314359,My,2.8e-05,0.007201,-65.386742,LK36
10504,1518,3.65010232314359,My,-5.5e-05,0.082613,-90.478973,LK14
10504,1518,3.65010232314359,Mz,2.6e-05,0.020599,-67.099327,LK37
10504,1518,3.65010232314359,Mz,-3.5e-05,0.065803,-98.737617,LK67
10505,1959,0,N,-1.790589,0.034804,-16.48098,LK90
10505,1959,0,N,-4.679173,0.055168,-43.434628,LK68
10505,1959,0,Vy,-3.592338,0.082071,-33.21946,LK102
10505,1959,0,Vy,-2.411086,-0.008444,-22.384321,LK34
10505,1959,0,Vz,-1.790589,0.034804,-16.48098,LK90
10505,1959,0,Vz,-4.679173,0.055168,-43.434628,LK68
10505,1959,0,MT,-2.276513,0.043594,-21.13364,LK5
10505,1959,0,MT,-3.586286,0.052598,-33.140961,LK103
10505,1959,0,My,-4.444779,0.014366,-41.26125,LK75
10505,1959,0,My,-1.809396,0.067122,-16.670839,LK92
10505,1959,0,Mz,-3.586286,0.052598,-33.140961,LK103
10505,1959,0,Mz,-2.276513,0.043594,-21.13364,LK5
10505,20185,1.21198409848609,N,-1.874959,0.034804,-17.26302,LK90
10505,20185,1.21198409848609,N,-4.763542,0.055168,-44.216679,LK68
10505,20185,1.21198409848609,Vy,-3.676707,0.082071,-34.001499,LK102
10505,20185,1.21198409848609,Vy,-2.495456,-0.008444,-23.166359,LK34
10505,20185,1.21198409848609,Vz,-1.874959,0.034804,-17.26302,LK90
10505,20185,1.21198409848609,Vz,-4.763542,0.055168,-44.216679,LK68
10505,20185,1.21198409848609,MT,-2.360882,0.043594,-21.91568,LK5
10505,20185,1.21198409848609,MT,-3.670656,0.052598,-33.922989,LK103
10505,20185,1.21198409848609,My,-1.874959,0.034804,-17.26302,LK90
10505,20185,1.21198409848609,My,-4.763542,0.055168,-44.216679,LK68
10505,20185,1.21198409848609,Mz,-2.495456,-0.008444,-23.166359,LK34
10505,20185,1.21198409848609,Mz,-3.676707,0.082071,-34.001499,LK102
10506,1960,0,N,0.050961,-0.028418,56.06052,LK34
10506,1960,0,N,-0.116242,-0.020303,90.531563,LK15
10506,1960,0,Vy,-0.041504,0.026262,52.991261,LK94
10506,1960,0,Vy,-0.070361,-0.069141,91.933464,LK13
10506,1960,0,Vz,-0.020419,-0.031717,106.827896,LK69
10506,1960,0,Vz,-0.021196,0.00838,52.866512,LK90
10506,1960,0,MT,-0.041504,0.026262,52.991261,LK94
10506,1960,0,MT,0.030596,-0.046144,91.826279,LK10
10506,1960,0,My,-0.021196,0.00838,52.866512,LK90
10506,1960,0,My,-0.073757,-0.047412,106.8218,LK68
10506,1960,0,Mz,0.050961,-0.028418,56.06052,LK34
10506,1960,0,Mz,-0.111054,-0.006314,89.518242,LK102
10506,1520,3.65010232314356,N,1.7e-05,0.00445,-22.25094,LK38
10506,1520,3.65010232314356,N,-5.2e-05,-0.003504,-39.79591,LK14
10506,1520,3.65010232314356,Vy,-3.8e-05,0.021642,-22.343321,LK34
10506,1520,3.65010232314356,Vy,-2e-05,-0.053617,-40.674011,LK102
10506,1520,3.65010232314356,Vz,-9e-06,-0.017332,-19.626869,LK44
10506,1520,3.65010232314356,Vz,-4e-05,-0.011206,-48.610603,LK76
10506,1520,3.65010232314356,MT,-4e-06,-0.036369,-25.52667,LK94
10506,1520,3.65010232314356,MT,-4.7e-05,0.019234,-38.251591,LK10
10506,1520,3.65010232314356,My,3e-06,-0.020887,-22.149881,LK36
10506,1520,3.65010232314356,My,-4.9e-05,-0.001681,-41.428558,LK27
10506,1520,3.65010232314356,Mz,-4e-05,-0.008816,-38.16721,LK13
10506,1520,3.65010232314356,Mz,-4e-06,-0.036369,-25.52667,LK94
10507,1961,0,N,-3.315313,-0.032753,-30.730221,LK91
10507,1961,0,N,-7.784605,-0.035144,-72.156746,LK71
10507,1961,0,Vy,-3.480301,0.011352,-32.259418,LK34
10507,1961,0,Vy,-7.069132,-0.076227,-65.524963,LK102
10507,1961,0,Vz,-3.315313,-0.032753,-30.730221,LK91
10507,1961,0,Vz,-7.784605,-0.035144,-72.156746,LK71
10507,1961,0,MT,-7.409594,-0.049369,-68.680832,LK70
10507,1961,0,MT,-3.327325,-0.003454,-30.841499,LK93
10507,1961,0,My,-7.75823,-0.068012,-71.912361,LK72
10507,1961,0,My,-3.341688,0.000106,-30.97463,LK89
10507,1961,0,Mz,-3.327325,-0.003454,-30.841499,LK93
10507,1961,0,Mz,-7.082646,-0.074063,-65.6502,LK104
10507,20184,1.21198409848619,N,-3.399682,-0.032753,-31.51226,LK91
10507,20184,1.21198409848619,N,-7.868975,-0.035144,-72.938789,LK71
10507,20184,1.21198409848619,Vy,-3.564671,0.011352,-33.041462,LK34
10507,20184,1.21198409848619,Vy,-7.153502,-0.076227,-66.307007,LK102
10507,20184,1.21198409848619,Vz,-3.399682,-0.032753,-31.51226,LK91
10507,20184,1.21198409848619,Vz,-7.868975,-0.035144,-72.938789,LK71
10507,20184,1.21198409848619,MT,-7.493964,-0.049369,-69.46286,LK70
10507,20184,1.21198409848619,MT,-3.411694,-0.003454,-31.623539,LK93
10507,20184,1.21198409848619,My,-3.399682,-0.032753,-31.51226,LK91
10507,20184,1.21198409848619,My,-7.868975,-0.035144,-72.938789,LK71
10507,20184,1.21198409848619,Mz,-3.399682,-0.032753,-31.51226,LK91
10507,20184,1.21198409848619,Mz,-7.179878,-0.043364,-66.551399,LK101
10508,1962,0,N,1.038707,-0.051971,53.75647,LK7
10508,1962,0,N,-1.889872,-0.012995,77.211853,LK27
10508,1962,0,Vy,-1.680273,0.011375,44.244122,LK34
10508,1962,0,Vy,0.286083,-0.076143,85.909386,LK102
10508,1962,0,Vz,0.268517,-0.067938,97.801643,LK72
10508,1962,0,Vz,-1.680273,0.011375,44.244122,LK34
10508,1962,0,MT,-0.393434,-0.065793,96.345024,LK74
10508,1962,0,MT,-0.28576,-0.003404,46.503532,LK93
10508,1962,0,My,-1.101391,0.000131,44.813709,LK89
10508,1962,0,My,0.268517,-0.067938,97.801643,LK72
10508,1962,0,Mz,-1.680273,0.011375,44.244122,LK34
10508,1962,0,Mz,0.813154,-0.07486,85.812027,LK15
10508,1522,3.65010232314354,N,1.105296,-0.043152,-2.481314,LK7
10508,1522,3.65010232314354,N,-1.904291,0.025936,-15.51823,LK27
10508,1522,3.65010232314354,Vy,-1.707439,0.037881,-11.0899,LK34
10508,1522,3.65010232314354,Vy,0.890796,-0.050765,-7.718142,LK15
10508,1522,3.65010232314354,Vz,0.574484,-0.038849,0.677614,LK56
10508,1522,3.65010232314354,Vz,-1.305681,0.018195,-19.82023,LK75
10508,1522,3.65010232314354,MT,-0.35013,-0.024268,-13.10009,LK74
10508,1522,3.65010232314354,MT,-0.275051,0.005059,-9.040366,LK93
10508,1522,3.65010232314354,My,1.105296,-0.043152,-2.481314,LK7
10508,1522,3.65010232314354,My,-1.851432,0.035567,-17.958462,LK26
10508,1522,3.65010232314354,Mz,-1.86839,0.022589,-12.97156,LK14
10508,1522,3.65010232314354,Mz,-0.312979,0.005671,-8.578824,LK38
10509,1963,0,N,-3.044451,4.3e-05,-27.47434,LK3
10509,1963,0,N,-6.597878,-0.000274,-53.896339,LK71
10509,1963,0,Vy,-3.725884,0.000192,-26.839199,LK92
10509,1963,0,Vy,-5.481762,-0.000445,-47.670692,LK10
10509,1963,0,Vz,-3.725884,0.000192,-26.839199,LK92
10509,1963,0,Vz,-6.206929,-0.000406,-54.291691,LK67
10509,1963,0,MT,-6.007947,8e-05,-46.908051,LK102
10509,1963,0,MT,-3.199697,-0.000333,-27.601839,LK2
10509,1963,0,My,-6.113779,-0.00018,-54.215191,LK68
10509,1963,0,My,-3.819045,-3.4e-05,-26.91571,LK90
10509,1963,0,Mz,-6.007947,8e-05,-46.908051,LK102
10509,1963,0,Mz,-3.199697,-0.000333,-27.601839,LK2
10509,20188,1.21198409848633,N,-3.12882,4.3e-05,-28.25638,LK3
10509,20188,1.21198409848633,N,-6.682247,-0.000274,-54.678379,LK71
10509,20188,1.21198409848633,Vy,-3.810254,0.000192,-27.621241,LK92
10509,20188,1.21198409848633,Vy,-5.566132,-0.000445,-48.452732,LK10
10509,20188,1.21198409848633,Vz,-3.810254,0.000192,-27.621241,LK92
10509,20188,1.21198409848633,Vz,-6.291299,-0.000406,-55.07373,LK67
10509,20188,1.21198409848633,MT,-6.092316,8e-05,-47.69009,LK102
10509,20188,1.21198409848633,MT,-3.284067,-0.000333,-28.383881,LK2
10509,20188,1.21198409848633,My,-3.810254,0.000192,-27.621241,LK92
10509,20188,1.21198409848633,My,-6.291299,-0.000406,-55.07373,LK67
10509,20188,1.21198409848633,Mz,-6.092316,8e-05,-47.69009,LK102
10509,20188,1.21198409848633,Mz,-3.284067,-0.000333,-28.383881,LK2
10510,1964,0,N,1.162752,-0.000885,138.503906,LK14
10510,1964,0,N,-0.10742,0.000107,91.857254,LK3
10510,1964,0,Vy,0.047754,0.000284,88.60778,LK37
10510,1964,0,Vy,1.007575,-0.001063,141.753403,LK10
10510,1964,0,Vz,0.427887,-0.000438,161.503708,LK68
10510,1964,0,Vz,0.815865,-0.000304,83.749168,LK90
10510,1964,0,MT,0.417563,-0.000109,87.452156,LK41
10510,1964,0,MT,0.692118,-0.000748,159.860199,LK69
10510,1964,0,My,0.887848,-0.00061,85.32354,LK35
10510,1964,0,My,0.427887,-0.000438,161.503708,LK68
10510,1964,0,Mz,-0.10742,0.000107,91.857254,LK3
10510,1964,0,Mz,1.162752,-0.000885,138.503906,LK14
10510,1514,3.65010232314359,N,0.000547,-0.437943,-66.098457,LK14
10510,1514,3.65010232314359,N,-5.6e-05,0.042623,-45.94754,LK3
10510,1514,3.65010232314359,Vy,-5.6e-05,0.042623,-45.94754,LK3
10510,1514,3.65010232314359,Vy,0.000547,-0.437943,-66.098457,LK14
10510,1514,3.65010232314359,Vz,0.000341,-0.26728,-44.775078,LK34
10510,1514,3.65010232314359,Vz,0.000278,-0.224025,-74.049492,LK72
10510,1514,3.65010232314359,MT,-5.5e-05,0.042481,-45.93536,LK36
10510,1514,3.65010232314359,MT,0.000547,-0.437943,-66.098457,LK14
10510,1514,3.65010232314359,My,-5.5e-05,0.042481,-45.93536,LK36
10510,1514,3.65010232314359,My,0.000547,-0.437943,-66.098457,LK14
10510,1514,3.65010232314359,Mz,-5.6e-05,0.042623,-45.94754,LK3
10510,1514,3.65010232314359,Mz,0.000547,-0.437943,-66.098457,LK14
603179,20187,0,N,0.312331,0.055108,-55.966461,LK14
603179,20187,0,N,0.002132,0.005955,-32.76194,LK36
603179,20187,0,Vy,0.223259,0.101274,-56.040077,LK104
603179,20187,0,Vy,0.105678,-0.019879,-32.641541,LK4
603179,20187,0,Vz,0.105678,-0.019879,-32.641541,LK4
603179,20187,0,Vz,0.232103,0.065061,-64.986931,LK74
603179,20187,0,MT,0.103788,0.012564,-34.9049,LK9
603179,20187,0,MT,0.20278,0.035989,-53.728237,LK31
603179,20187,0,My,0.101759,-0.010911,-32.786179,LK93
603179,20187,0,My,0.17938,0.061628,-64.983978,LK72
603179,20187,0,Mz,0.105678,-0.019879,-32.641541,LK4
603179,20187,0,Mz,0.223259,0.101274,-56.040077,LK104
603179,1956,0.600000000000378,N,0.312331,0.055108,-56.473579,LK14
603179,1956,0.600000000000378,N,0.002132,0.005955,-33.26907,LK36
603179,1956,0.600000000000378,Vy,0.223259,0.101274,-56.547211,LK104
603179,1956,0.600000000000378,Vy,0.105678,-0.019879,-33.148659,LK4
603179,1956,0.600000000000378,Vz,0.105678,-0.019879,-33.148659,LK4
603179,1956,0.600000000000378,Vz,0.232103,0.065061,-65.494057,LK74
603179,1956,0.600000000000378,MT,0.103788,0.012564,-35.412018,LK9
603179,1956,0.600000000000378,MT,0.20278,0.035989,-54.235359,LK31
603179,1956,0.600000000000378,My,0.101759,-0.010911,-33.293301,LK93
603179,1956,0.600000000000378,My,0.17938,0.061628,-65.491104,LK72
603179,1956,0.600000000000378,Mz,0.105678,-0.019879,-33.148659,LK4
603179,1956,0.600000000000378,Mz,0.223259,0.101274,-56.547211,LK104
603180,20186,0,N,-0.027715,-0.095068,-81.192848,LK92
603180,20186,0,N,-0.094393,0.008963,-159.300705,LK69
603180,20186,0,Vy,-0.059031,0.020254,-81.464134,LK4
603180,20186,0,Vy,-0.059338,-0.100602,-137.619202,LK104
603180,20186,0,Vz,-0.027715,-0.095068,-81.192848,LK92
603180,20186,0,Vz,-0.094393,0.008963,-159.300705,LK69
603180,20186,0,MT,-0.084799,-0.010402,-159.293503,LK70
603180,20186,0,MT,-0.049602,-0.034106,-81.309845,LK39
603180,20186,0,My,-0.028629,-0.098705,-81.196075,LK96
603180,20186,0,My,-0.094393,0.008963,-159.300705,LK69
603180,20186,0,Mz,-0.077367,-0.05461,-137.728302,LK14
603180,20186,0,Mz,-0.041486,-0.005958,-81.446671,LK3
603180,1958,0.600000000000364,N,-0.027715,-0.095068,-81.699966,LK92
603180,1958,0.600000000000364,N,-0.094393,0.008963,-159.807907,LK69
603180,1958,0.600000000000364,Vy,-0.059031,0.020254,-81.971252,LK4
603180,1958,0.600000000000364,Vy,-0.059338,-0.100602,-138.126297,LK104
603180,1958,0.600000000000364,Vz,-0.027715,-0.095068,-81.699966,LK92
603180,1958,0.600000000000364,Vz,-0.094393,0.008963,-159.807907,LK69
603180,1958,0.600000000000364,MT,-0.084799,-0.010402,-159.800598,LK70
603180,1958,0.600000000000364,MT,-0.049602,-0.034106,-81.816963,LK39
603180,1958,0.600000000000364,My,-0.027715,-0.095068,-81.699966,LK92
603180,1958,0.600000000000364,My,-0.094393,0.008963,-159.807907,LK69
603180,1958,0.600000000000364,Mz,-0.077367,-0.05461,-138.235413,LK14
603180,1958,0.600000000000364,Mz,-0.041486,-0.005958,-81.953789,LK3
603181,20185,0,N,0.050957,-0.008195,-40.55006,LK34
603181,20185,0,N,-0.116264,0.079323,-63.430641,LK15
603181,20185,0,Vy,-0.111086,0.081777,-60.735077,LK102
603181,20185,0,Vy,0.050957,-0.008195,-40.55006,LK34
603181,20185,0,Vz,-0.021223,0.03466,-32.533249,LK90
603181,20185,0,Vz,-0.073768,0.055215,-77.768684,LK68
603181,20185,0,MT,-0.054158,0.043796,-39.158051,LK5
603181,20185,0,MT,-0.044528,0.043635,-73.754578,LK73
603181,20185,0,My,-0.021223,0.03466,-32.533249,LK90
603181,20185,0,My,-0.073768,0.055215,-77.768684,LK68
603181,20185,0,Mz,0.050957,-0.008195,-40.55006,LK34
603181,20185,0,Mz,-0.111086,0.081777,-60.735077,LK102
603181,1960,0.600000000000549,N,0.050957,-0.008195,-41.057178,LK34
603181,1960,0.600000000000549,N,-0.116264,0.079323,-63.937763,LK15
603181,1960,0.600000000000549,Vy,-0.111086,0.081777,-61.24221,LK102
603181,1960,0.600000000000549,Vy,0.050957,-0.008195,-41.057178,LK34
603181,1960,0.600000000000549,Vz,-0.021223,0.03466,-33.040379,LK90
603181,1960,0.600000000000549,Vz,-0.073768,0.055215,-78.27581,LK68
603181,1960,0.600000000000549,MT,-0.054158,0.043796,-39.665173,LK5
603181,1960,0.600000000000549,MT,-0.044528,0.043635,-74.261711,LK73
603181,1960,0.600000000000549,My,-0.021223,0.03466,-33.040379,LK90
603181,1960,0.600000000000549,My,-0.073768,0.055215,-78.27581,LK68
603181,1960,0.600000000000549,Mz,0.050957,-0.008195,-41.057178,LK34
603181,1960,0.600000000000549,Mz,-0.111086,0.081777,-61.24221,LK102
603182,20184,0,N,0.135372,-0.074956,-139.231506,LK15
603182,20184,0,N,-0.049797,0.011352,-77.696289,LK34
603182,20184,0,Vy,-0.049797,0.011352,-77.696289,LK34
603182,20184,0,Vy,0.129133,-0.076266,-142.678101,LK102
603182,20184,0,Vz,0.058082,-0.032754,-75.884026,LK91
603182,20184,0,Vz,0.034683,-0.035167,-160.65921,LK71
603182,20184,0,MT,0.098808,-0.065866,-160.511414,LK74
603182,20184,0,MT,0.001309,-0.003455,-76.018906,LK93
603182,20184,0,My,0.058082,-0.032754,-75.884026,LK91
603182,20184,0,My,0.034683,-0.035167,-160.65921,LK71
603182,20184,0,Mz,-0.049797,0.011352,-77.696289,LK34
603182,20184,0,Mz,0.135372,-0.074956,-139.231506,LK15
603182,1962,0.600000000000477,N,0.135372,-0.074956,-139.738586,LK15
603182,1962,0.600000000000477,N,-0.049797,0.011352,-78.203423,LK34
603182,1962,0.600000000000477,Vy,-0.049797,0.011352,-78.203423,LK34
603182,1962,0.600000000000477,Vy,0.129133,-0.076266,-143.185303,LK102
603182,1962,0.600000000000477,Vz,0.058082,-0.032754,-76.391144,LK91
603182,1962,0.600000000000477,Vz,0.034683,-0.035167,-161.16629,LK71
603182,1962,0.600000000000477,MT,0.098808,-0.065866,-161.018494,LK74
603182,1962,0.600000000000477,MT,0.001309,-0.003455,-76.526031,LK93
603182,1962,0.600000000000477,My,0.058082,-0.032754,-76.391144,LK91
603182,1962,0.600000000000477,My,0.034683,-0.035167,-161.16629,LK71
603182,1962,0.600000000000477,Mz,-0.049797,0.011352,-78.203423,LK34
603182,1962,0.600000000000477,Mz,0.135372,-0.074956,-139.738586,LK15
603183,20188,0,N,0.024342,6.3e-05,-77.367104,LK3
603183,20188,0,N,-0.246902,-0.000444,-130.625,LK14
603183,20188,0,Vy,-0.081314,0.000361,-77.400963,LK92
603183,20188,0,Vy,-0.203486,-0.000688,-130.606003,LK10
603183,20188,0,Vz,-0.009145,-7.2e-05,-76.52314,LK91
603183,20188,0,Vz,-0.231337,-0.000385,-150.606506,LK71
603183,20188,0,MT,-0.099746,5.3e-05,-77.390549,LK41
603183,20188,0,MT,-0.132152,-0.000491,-150.585297,LK69
603183,20188,0,My,-0.081314,0.000361,-77.400963,LK92
603183,20188,0,My,-0.187913,-0.000629,-150.587494,LK67
603183,20188,0,Mz,0.024342,6.3e-05,-77.367104,LK3
603183,20188,0,Mz,-0.246902,-0.000444,-130.625,LK14
603183,1964,0.600000000000165,N,0.024342,6.3e-05,-77.874222,LK3
603183,1964,0.600000000000165,N,-0.246902,-0.000444,-131.132095,LK14
603183,1964,0.600000000000165,Vy,-0.081314,0.000361,-77.908081,LK92
603183,1964,0.600000000000165,Vy,-0.203486,-0.000688,-131.113098,LK10
603183,1964,0.600000000000165,Vz,-0.009145,-7.2e-05,-77.030258,LK91
603183,1964,0.600000000000165,Vz,-0.231337,-0.000385,-151.113586,LK71
603183,1964,0.600000000000165,MT,-0.099746,5.3e-05,-77.897675,LK41
603183,1964,0.600000000000165,MT,-0.132152,-0.000491,-151.092499,LK69
603183,1964,0.600000000000165,My,-0.081314,0.000361,-77.908081,LK92
603183,1964,0.600000000000165,My,-0.187913,-0.000629,-151.094589,LK67
603183,1964,0.600000000000165,Mz,0.024342,6.3e-05,-77.874222,LK3
603183,1964,0.600000000000165,Mz,-0.246902,-0.000444,-131.132095,LK14
